text,Positive,Negative,Neutral,Compound,Sentiment
 develop moderna pfizerbiontech signific appear less effect coronavi… ,0.0,0.0,1.0,0.0,Neutral
take  vaccin option take photo take vaccin mandatori 😅 dose  💉… ,0.0,0.0,1.0,0.0,Neutral
first dose  vaccinedon ✅💉👊🏻🦠 big thank uae govern 🥰🇦🇪 pfizerbiontech … ,0.217,0.0,0.783,0.3612,Positive
pfizerbiontech  vaccin neutral brazil variant lab studi  vaccines… ,0.0,0.0,1.0,0.0,Neutral
 pfizerbiontech  neutral brazilvari lab studi pakustv nyc healthcare… ,0.0,0.0,1.0,0.0,Neutral
telegraaf let wel enkel kort termijn👇👇of   receiv  pfizerbiontech  receiv moderna least… ,0.0,0.0,1.0,0.0,Neutral
   receiv  pfizerbiontech   receiv moderna least  symptom survey compl… ,0.0,0.0,1.0,0.0,Neutral
monday  american receiv least one dose  vaccin  f… ,0.0,0.0,1.0,0.0,Neutral
long live pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin neutral brazil variant lab studi   ,0.0,0.0,1.0,0.0,Neutral
russia bent spread disinform undermin confid pfizerbiontech  vaccine… ,0.0,0.0,1.0,0.0,Neutral
need play hardbal pfizerbiontechw price mrna vaccin least tripl other delayi… ,0.194,0.0,0.806,0.34,Positive
👇🏽 good news sciencewillwin pfizerbiontech covidvaccin ,0.367,0.0,0.633,0.4404,Positive
✔️   vaccin pfizer complet minor side effect 🥳thank pfizer biontechgroup… ,0.0,0.0,1.0,0.0,Neutral
 record postvaccin death denmark  februari receiv pfizerbiontech vaccin ac… ,0.0,0.328,0.672,-0.5994,Negative
pfizer demand gvts sign state asset sovereignti vaccin deal pfizerbiontech pfizervaccin,0.192,0.115,0.692,0.25,Positive
receiv first shot freedom today pfizerbiontech,0.457,0.0,0.543,0.6369,Positive
thank tcbpubhealth ummcnew tater nationalguardm  run smooth oper at… ,0.238,0.0,0.762,0.3612,Positive
finish vaccin care home resid staff  dose mertonhealthltd help nhs… ,0.424,0.0,0.576,0.7096,Positive
dbsabl pfizerbiontech pfizer move  job zavemtem belgium lcc roemenia later  sad how… ,0.0,0.22,0.78,-0.4767,Negative
part it turnseconddosevaccin husbandandwif cominghomesoon pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech pfizernew pfizer elimin  job zavemtem belgium move lcc roemenia late… ,0.0,0.0,1.0,0.0,Neutral
one done one go  vaccin igottheshot vaccinesavesl pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
thank distil inform  🙌🏽 vaccin mrna moderna pfizerbiontech ,0.263,0.0,0.737,0.3612,Positive
pfizerbiontech pfizernew pfizeruk pfizereupolici move  job zavemtem belgium lcc roemenia l… ,0.0,0.0,1.0,0.0,Neutral
durat vaccin protect  answer question requir passag time whatev data show t… ,0.191,0.0,0.809,0.3818,Positive
bangladeshi ill pray work itd better compani tag interna… ,0.371,0.2,0.429,0.34,Positive
expect appoint get vaccin  tip help know expect… ,0.278,0.0,0.722,0.4019,Positive
morn get pfizerbiontech vaccin rais arm without think stretch go… ,0.0,0.0,1.0,0.0,Neutral
cumul  vaccin dose administ per   vaccine… ,0.0,0.0,1.0,0.0,Neutral
 pfizerbiontech dose today ,0.0,0.0,1.0,0.0,Neutral
health minist spain announc  million pfizerbiontech vaccin arriv aprilsanidadgob confi… ,0.0,0.0,1.0,0.0,Neutral
drkateflav join second dose club saturday 🥰 pfizerbiontech 💙💙💙 💉🤜🏻🦠 ,0.216,0.0,0.784,0.296,Positive
 case anaphylaxi qld follow  vaccinationwithin last   pfizerbiontech 💉… ,0.0,0.0,1.0,0.0,Neutral
major us adult support govern action requir  manufactur share formula forego p… ,0.329,0.0,0.671,0.5994,Positive
pfizerbiontech oxfordastrazeneca   vaccin shown extrem safe eff… ,0.326,0.0,0.674,0.4404,Positive
pfizerbiontech vaccin signific effect  strain brazil uk south africa… ,0.0,0.13,0.87,-0.0516,Negative
new studi suggest pfizerbiontech  protect peopl concerning… ,0.302,0.0,0.698,0.3818,Positive
 vaccin pfizer inc biontech se abl neutral new variant coronavirus spre… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vaccin protect brazil variant say studi ,0.302,0.0,0.698,0.3818,Positive
pfizerbiontech pfizerproud realli shane pfizer biontech blackmail poor countri ,0.0,0.279,0.721,-0.4767,Negative
anoth reason good parent amp solid educ import sciencewillwin pfizerbiontech ,0.36,0.0,0.64,0.5423,Positive
ok updat updatemo post tweet began chill amp time flushe… ,0.196,0.0,0.804,0.296,Positive
dose number one donecovidvaccin pfizerbiontech getvaccin ,0.206,0.0,0.794,0.0772,Positive
without except everi clinician spoken within outsid uk view pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin  “the day after”  ago rec'd  dose pfizer covidvaccin symp… ,0.0,0.0,1.0,0.0,Neutral
far best selfi ive ever taken 💉👩🏽‍🔬vaxxi fauciouchi covidvaccin vaccin fuckyoucovid covid… ,0.276,0.0,0.724,0.6369,Positive
sure instil trust safeti  vaccin coronavirus  mrna biontech… ,0.483,0.0,0.517,0.6808,Positive
thank vaminneapoli  today pfizer pfizervaccin pfizerbiontech ,0.333,0.0,0.667,0.3612,Positive
got first pfizerbiontech dose today sudden urg play xbox weird covidvaccin pfizer,0.17,0.121,0.709,0.1779,Positive
exact normali recommand pfizer amp moderna vaccin  also astrazeneca  enough… ,0.0,0.0,1.0,0.0,Neutral
one one go dont recommend comorbid get vaccin sooner continu mask d… ,0.0,0.161,0.839,-0.2755,Negative
second dose pfizervaccin receiv today beauti margam park orangeri administ one previ… ,0.0,0.0,1.0,0.0,Neutral
got first poke today one one go covidvaccin getvaccin firstdos pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
mlhu extend max time  vaccin dose  dayshealth coronavirus  london… ,0.175,0.0,0.825,0.1779,Positive
got first dose  vaccin truli one profound moment gratitud hav… ,0.0,0.0,1.0,0.0,Neutral
thank awesom vaccin team st mari hospit imperialnh administ  dose of… ,0.2,0.0,0.8,0.3612,Positive
pfizerbiontech vaccin avail india icmrdelhi pfizer,0.0,0.0,1.0,0.0,Neutral
glad second dose  vaccin today durham hospit hub cddftnhs invest installin… ,0.231,0.0,0.769,0.4588,Positive
thank scienc pfizer dose   let make antibodiesvaccineswork pfizerbiontech wearthedamnmask… ,0.238,0.0,0.762,0.3612,Positive
nationwid vaccin studi israel suggest pfizerbiontech vaccin effect wide range… ,0.0,0.0,1.0,0.0,Neutral
happi receiv second vaccin today thank elhtnh  incred vaccin team… ,0.217,0.0,0.783,0.3612,Positive
done mivacuna pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
got first covid vaccin 💉 hope don't get side effect i'll keep post covidvaccine… ,0.195,0.0,0.805,0.4404,Positive
xiputin vaccineshard pfizerbiontechmoderna given demand cool ,0.295,0.192,0.513,0.2023,Positive
thank vaccine💚pfizerbiontech ,0.714,0.0,0.286,0.3612,Positive
 cedarsatstlouispark commit knock  🦸💜 wecanendthi getvaccinatedvilla… ,0.306,0.0,0.694,0.296,Positive
 cedarsatstlouispark commit knock  🦸💜 wecanendthi getvaccinatedvilla… ,0.306,0.0,0.694,0.296,Positive
pfizerbiontech vaccin remov space link potenti harm iow dont think o… ,0.0,0.259,0.741,-0.5423,Negative
got first pfizer vaccin today second jab schedul april  fauciouchi pfizerbiontech pfizer… ,0.0,0.0,1.0,0.0,Neutral
eu order extra  million vaccin dose pfizerbiontech  ,0.0,0.0,1.0,0.0,Neutral
alhamdulillah alreadi vaccinated💉lindungdirilindungsemua vaksinselamat pfizerbiontech comirnaty… ,0.0,0.0,1.0,0.0,Neutral
mrna vaccin work coronavirus coronavaccin coronavaccinati pfizerbiontech moderna ,0.0,0.0,1.0,0.0,Neutral
eucommiss pile fresh order pfizerbiontech vaccin presid vonderleyen said brussels… ,0.204,0.0,0.796,0.3182,Positive
pfizer want make vaccin india faster clearanc export freedom assur report ,0.379,0.0,0.621,0.6705,Positive
sad statement credit given angelamerkel let german taxpay pay t… ,0.184,0.319,0.496,-0.2263,Negative
get vaccin grant us full immun allow us travel freeli exchang virtual hug fo… ,0.405,0.0,0.595,0.7579,Positive
gillefeyaert botengam pfizerbiontech pfizer elimin  job zavemtem belgium move lcc roeme… ,0.0,0.0,1.0,0.0,Neutral
medrxivpreprint danish studi efficaci pfizerbiontech  vaccin first second dose… ,0.0,0.0,1.0,0.0,Neutral
danish studi efficaci pfizerbiontech  vaccin first second dose… ,0.0,0.0,1.0,0.0,Neutral
 dose  covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech start work vaccin januari  month trump said coronaviruspandem proble… ,0.0,0.0,1.0,0.0,Neutral
jab  done covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
uh whole famili took pfizer vaccin without tell pfizerbiontech fomo,0.0,0.0,1.0,0.0,Neutral
second dose pfizerbiontech vaccin arm happi immunologist right javitscent th… ,0.0,0.0,1.0,0.0,Neutral
thisisourshot get back purebarre‼️💪❤️👊so excit back studio today amp fullyvaccinated‼️… ,0.0,0.0,1.0,0.0,Neutral
got chip today wait second dose discov super power pfizerbiontech,0.302,0.0,0.698,0.5994,Positive
oneplateau stimulus amp vaccin pfizerbiontech moderna johnsonandjohnsonvaccin vaccin stimul… ,0.0,0.0,1.0,0.0,Neutral
israel say  children given covidjab serious sideeffect  covidvaccin vaccinequity… ,0.0,0.14,0.86,-0.0772,Negative
got first fauciouchi today final see light end long tunnel cant wait see my… ,0.0,0.0,1.0,0.0,Neutral
nstnation malaysia return total  damag vial pfizerbiontech  vaccin manuf… ,0.0,0.0,1.0,0.0,Neutral
primera dosi pfizerbiontech  yomevacuno  im happi ,0.0,0.0,1.0,0.0,Neutral
panamá 🇵🇦 hoy  llegó al paí el quinto lote de vacuna pfizerbiontech con ️⃣️⃣️⃣️⃣️⃣ dosi de 💉 co… ,0.0,0.0,1.0,0.0,Neutral
nstworld switzerland said tuesday bought addit three million dose pfizerbiontech covid… ,0.0,0.0,1.0,0.0,Neutral
tijd pfizerbiontech pfizer pfizer elimin  job zavemtem belgium move lcc roemenia lat… ,0.0,0.0,1.0,0.0,Neutral
covid vaccin less effect peopl obes obes fit pfizerbiontech  coronavirus… ,0.217,0.0,0.783,0.3612,Positive
new data addenbrook hospit cambridg suggest singl dose pfizer biontech vaccin re… ,0.0,0.0,1.0,0.0,Neutral
covidvaccin pfizerbiontech pfizer firstdos kw latepost thank kuwait 🇰🇼  😊 ,0.238,0.0,0.762,0.3612,Positive
covid vaccin less effect peopl obes obes fit pfizerbiontech  coronavirus vaccin ,0.2,0.0,0.8,0.3612,Positive
covid vaccin less effect peopl obes obes fit pfizerbiontech  coronavirus… ,0.217,0.0,0.783,0.3612,Positive
 dose wrote arm assum  would arm otherwis take note 🤔 the… ,0.0,0.0,1.0,0.0,Neutral
thank amaz vaccin team imperialnh administ  dose pfizerbiontech vaccin l… ,0.217,0.0,0.783,0.3612,Positive
around  per cent peopl receiv first dose pfizerbiontech moderna mrnabased… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin effici neutral version virus engin carri mutat as… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin effici neutral version virus engin carri mutat as… ,0.0,0.0,1.0,0.0,Neutral
watch thisi prefer pfizerbiontech amp modernavaccin astrazeneca amp johnsonandjohnsonvaccin bu… ,0.0,0.0,1.0,0.0,Neutral
nstnation sabah deputi chief minist datuk seri bung moktar radin receiv  pfizerbiontech vaccine… ,0.0,0.0,1.0,0.0,Neutral
couldwould help astrazeneca pfizerbiontech moderna,0.403,0.0,0.597,0.4019,Positive
vonderleyen shear audac establish constant amus dare threaten block vaccine… ,0.0,0.407,0.593,-0.6705,Negative
must read vaccin pfizerbiontech  ,0.0,0.0,1.0,0.0,Neutral
hello world come 🎈 pfizerbiontech wanderlust ,0.0,0.0,1.0,0.0,Neutral
ddurwent solut adopt better develop bodi origin arn idea than… ,0.365,0.0,0.635,0.5574,Positive
morn first pfizer shot feel symptom littl sore arm inject site bu… ,0.0,0.185,0.815,-0.3612,Negative
goplead lie lie weak goplead  pfizerbiontech part warpspe germani was… ,0.0,0.244,0.756,-0.4404,Negative
whos regist singapor vaccin moh pfizerbiontech moderna ,0.0,0.0,1.0,0.0,Neutral
privileg receiv second pfizerbiontech vaccin week want thank kind of… ,0.507,0.0,0.493,0.7351,Positive
 budum strategi day  practic univers includ uae w… ,0.0,0.0,1.0,0.0,Neutral
one feel like compani astrazeneca novavax pfizerbiontech scifi movi tha… ,0.217,0.0,0.783,0.3612,Positive
covid vaccin first dose day  moder bodi ach fatigu pain exact spot inject took se… ,0.0,0.191,0.809,-0.5106,Negative
final got covidvaccin today pfizerbiontech 🤗 ,0.0,0.0,1.0,0.0,Neutral
vaccin shot  done got first pfizerbiontech pfizervaccin turn come ,0.0,0.0,1.0,0.0,Neutral
actbrigitt thank indict realdonaldtrump mikep fauci gate gavi consortium wef e… ,0.2,0.0,0.8,0.3612,Positive
modern marvel fortun grate given opportun take… ,0.318,0.0,0.682,0.4215,Positive
brintbeth jfcryan drivetimert emanew uccmedicin ucc pharmabiot profmaryhorgan anoth great vaccine… ,0.291,0.0,0.709,0.6249,Positive
drove elder love one get shot  covidvaccin today appropri uplift decal park l… ,0.259,0.0,0.741,0.6369,Positive
pfizer inc biontech se said wednesday realworld data israel suggest … ,0.0,0.0,1.0,0.0,Neutral
delay second pfizer dose leav cancer patient risk say research pfizer pfizerbiontech vaccine… ,0.0,0.468,0.532,-0.8316,Negative
fill w gratitud  shot today thank mayorbows  pfizerbiontech  safeway  frontlin worker a… ,0.2,0.0,0.8,0.3612,Positive
feel emot second dose pfizerbiontech vaccin tough  month feel amazi… ,0.0,0.143,0.857,-0.128,Negative
pfizerbiontech say  vaccin like prevent asymptomat infectionpfizerbiontech vaccin ,0.375,0.0,0.625,0.3818,Positive
got first jab pfizerbiontech  vaccin today wonder arrang prompt staff vac… ,0.0,0.0,1.0,0.0,Neutral
 yorksprid talkradio  itvnew bbcnew bbcnewsnight skynew rtuknew … ,0.0,0.0,1.0,0.0,Neutral
terzaketv botengam pfizerbiontech pfizer elimin  job zavemtem belgium move lcc roemenia… ,0.0,0.0,1.0,0.0,Neutral
alexanderdecroo andrejplenkov croatiaineu belgiummfa belgiumeu pfizerbiontech pfizer elimin  job… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vaccin offer protect earlier thought effect prevent s… ,0.346,0.0,0.654,0.4019,Positive
im done  covidvaccin  pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
can't wait  dose tomorrow pfizerbiontech  vaccin كورونا ,0.0,0.0,1.0,0.0,Neutral
oxford astrazeneca vaccin pfizer biontech moderna controversial⚠vaccin seen denmarknorway and… ,0.0,0.0,1.0,0.0,Neutral
 dose ✅💉😷 covidvaccinepfizerbiontech normalitysoonpleas  ,0.0,0.0,1.0,0.0,Neutral
pfizer found real world evid confirm high effect pfizerbiontech vaccine… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vaccin offer protect earlier thought effect prevent sympt… ,0.346,0.0,0.654,0.4019,Positive
realworld data seem indic high efficaci rate  good outcom prevent asympto… ,0.308,0.0,0.692,0.4588,Positive
nstworld  pfizerbiontech coronavirus vaccin offer protect earlier thought effect i… ,0.224,0.0,0.776,0.3818,Positive
serenatinari bmjlatest tag addedmrnamrnavaccin pfizercovidvaccinepfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech coronavirusvaccin offer protect earlier thought effect preventing… ,0.271,0.0,0.729,0.3818,Positive
moderna pfizerbiontech vaccin work stabilityintegr problem loss rna cli… ,0.0,0.417,0.583,-0.6124,Negative
pfizer jab  effect symptomat covid studypf  coronavirus… ,0.0,0.0,1.0,0.0,Neutral
updat pfizerbiontech  vaccin offer protect earlier thought effect prev… ,0.245,0.0,0.755,0.3818,Positive
madeinindia  hit storespfizerbiontech vaccin coronavirus farmlaw bharatbandh video link… ,0.0,0.0,1.0,0.0,Neutral
second jab done doubl pfizer covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech pfizercovidvaccin moderna astrazeneca sputnikv choic  femm vaccin… ,0.0,0.0,1.0,0.0,Neutral
best news yet pfizercovidvaccin pfizerbiontech ,0.512,0.0,0.488,0.6369,Positive
emanew authoris johnsonandjohnson singledos vaccin  vaccin authoris the… ,0.0,0.0,1.0,0.0,Neutral
result appear make sputnikv third coronavirus vaccin efficaci  percent al… ,0.0,0.0,1.0,0.0,Neutral
covid vaccin less effect peopl obes obes fit pfizerbiontech  coronavirus… ,0.217,0.0,0.783,0.3612,Positive
tslunabella pleas got pfizerbiontech one,0.0,0.0,1.0,0.0,Neutral
eucommiss pile fresh order pfizerbiontech vaccin presid vonderleyen said brussels… ,0.204,0.0,0.796,0.3182,Positive
thousand peopl cant withdraw money ironfx broker  author nothinggoogl amazon… ,0.0,0.0,1.0,0.0,Neutral
sheebairshad thank alert potenti danger us blood cancer one… ,0.269,0.446,0.286,-0.6249,Negative
pharmaceut compani produc covid 💉  vaccin maintain control subcontract profit and… ,0.244,0.0,0.756,0.4404,Positive
got second dose pfizerbiontech covidvacccin  week ago today got pin thankyounhs… ,0.0,0.0,1.0,0.0,Neutral
jkwanmd remain optimist despit variant remain optimist receiv  dose of… ,0.459,0.0,0.541,0.7783,Positive
im go assum vaccin go pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
can't wait dose  pfizerbiontech vaccin wonder “booster” shot pfizerbiontech vaccin,0.0,0.0,1.0,0.0,Neutral
dear medtwitt tell vaccin get histori anaphylaxisa far understa… ,0.245,0.0,0.755,0.3818,Positive
day  post  vaccin swarm walker  walk dead classic scene  via… ,0.0,0.323,0.677,-0.6486,Negative
 wtf astra zeneca note fckwit pm pfizerbiontech jab,0.0,0.352,0.648,-0.5859,Negative
coronavirus global covid talli surpass  millionmarkcoronavirusworldwideupd denmark… ,0.0,0.0,1.0,0.0,Neutral
receiv first dose pfizerbiontech   mrna vaccin 💉 hkg 🇭🇰 govern vaccination… ,0.0,0.0,1.0,0.0,Neutral
vaccinesthat still call safe➡️report sideeffect  vaccin till end februari a… ,0.0,0.0,1.0,0.0,Neutral
list  vaccin develop janssen johnson amp johnson  first list singl dose… ,0.0,0.0,1.0,0.0,Neutral
get vaccin save live life could first dose  pfizerinc pfizerbiontech pfizer… ,0.242,0.0,0.758,0.4939,Positive
pfizerbiontech  vaccin second dose today ,0.0,0.0,1.0,0.0,Neutral
jkwanmd remain optimist despit variant remain optimist receiv  dose of… ,0.459,0.0,0.541,0.7783,Positive
psycholog impact receiv first shot insurmount don't word vaccin halfway ther… ,0.0,0.0,1.0,0.0,Neutral
i'v feel realli rather poor bodi hard work make stuff protect yay 💉… ,0.308,0.231,0.462,0.3612,Positive
pfizer vaccin show  effect asymptomat transmiss covidcovidvaccin … ,0.0,0.0,1.0,0.0,Neutral
success   florida pfizerbiontech,0.649,0.0,0.351,0.5719,Positive
💉 happen give shot like oprah gift thank support repgracemeng … ,0.679,0.0,0.321,0.8625,Positive
dear statsmin pm frederiksen place money pfizerbiontech  amp decid stop v… ,0.188,0.159,0.652,0.1027,Positive
happyfriday fridayfeel fridayvib fridaymotivationwond day today got sun second… ,0.0,0.0,1.0,0.0,Neutral
davidmweissman took credit vaccin develop fast track germani german german and… ,0.206,0.0,0.794,0.3818,Positive
europ   purchas  dose pfizerbiontech plus  addit  dosesquest le… ,0.0,0.0,1.0,0.0,Neutral
thnks pfizerbiontech pfizervaccinespik antibodi positive💪🏻💪🏻💪🏻 ,0.0,0.0,1.0,0.0,Neutral
i'm proud say today receiv  dose pfizer pfizerbiontech pfizervaccin yanke beg… ,0.237,0.0,0.763,0.4767,Positive
opportun aris pleas get vaccin got pfizer shot  go … ,0.0,0.0,1.0,0.0,Neutral
got first vaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
 bless got first fauci ouchi get  booster  pfizerbiontech fauciouchie… ,0.259,0.0,0.741,0.4215,Positive
cooperphaedrus kinsellawarren made appoint get  shot astrazeneca tomorrow morning… ,0.0,0.0,1.0,0.0,Neutral
highwiretalk vaccin process quick would conveni  famili doctor evaluate… ,0.0,0.0,1.0,0.0,Neutral
got first shot today 😊getvaccinatedpfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
approv johnsonandjohnsonvaccin emerg use alreadi authoris jab made pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
trust think pfizer histori multimilliondollar lawsuit settlement mind author fd… ,0.25,0.144,0.606,0.34,Positive
first dose vaccin done pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
jeffreyguterman got mine last sunday walgreen winter polk counti second dose schedul april … ,0.0,0.0,1.0,0.0,Neutral
petermerten pfizerbiontech pfizer elimin  job zavemtem belgium move lcc roemenia la… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech  vaccin found  effect symptomat case  asymptomat infections… ,0.0,0.0,1.0,0.0,Neutral
effect first shot pfizer moderna vaccin  pfizer… ,0.0,0.0,1.0,0.0,Neutral
interest question similar report case suspend one otherastrazenaca pfizerbiontech ,0.244,0.187,0.569,0.1779,Positive
possibl rare bloodclot complicati major vaccin  pfizerbiontech astrazeneca ,0.0,0.0,1.0,0.0,Neutral
one day first dose pfizerbiontech backach malais chill second dose i'm perfec… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontechmiss possibl race vaccin,0.0,0.0,1.0,0.0,Neutral
take vaccin freedom back stitch basic blackmai… ,0.412,0.0,0.588,0.6369,Positive
vaccin thank qatar pfizerbiontech ,0.455,0.0,0.545,0.3612,Positive
dhadubai  dose done much busier today one central amaz handl dhadubai   thank yo… ,0.172,0.0,0.828,0.3612,Positive
person whole state nsw diagnos covid last  day vaccinated… ,0.0,0.0,1.0,0.0,Neutral
swollen lymph node symptom feel incred bless happi answer question probabl safe… ,0.203,0.0,0.797,0.4215,Positive
super stoke hear parent got first pfizer biontechgroup dose today 👏🏻 💉 one step closer to… ,0.218,0.0,0.782,0.5994,Positive
watch mission imposs race vaccin develop pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
sunday morn vaccin centr kwun tung hongkong pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
 shot tomorrow ok get differ time  shot also live right… ,0.196,0.0,0.804,0.296,Positive
i'm thrill patti  dose pfizerbiontech covidvaccin i'm jealoush immun system buildi… ,0.2,0.0,0.8,0.3612,Positive
 two dose pfizerbiontech minim side effect sore arm littl tire,0.0,0.217,0.783,-0.3612,Negative
nstnation fulfil duti healthcar volunt student nur hidayah md feruz receiv the… ,0.0,0.0,1.0,0.0,Neutral
could choos one receiv would choos vaccin vaccin vaccines… ,0.0,0.0,1.0,0.0,Neutral
i'm happi second covidvaccin nhs healthcar pfizerbiontech pfizercovidvaccin pleas tak… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech sorri numpti error,0.0,0.474,0.526,-0.4019,Negative
 naomirwolf franc  million inhabit worri astrazeneca vaccinw sign secret… ,0.0,0.0,1.0,0.0,Neutral
got jab next week person give tattoo look way like    king goth the… ,0.172,0.0,0.828,0.3612,Positive
 yes ☺️ got  dose last thursday 💉 pfizerbiontech,0.31,0.0,0.69,0.4019,Positive
nstnation health minist datuk seri dr adham baba said mark  day sinc phase  nation  i… ,0.0,0.0,1.0,0.0,Neutral
 skeersmaeck cours member state agre differ distribut key member state make req… ,0.0,0.0,1.0,0.0,Neutral
 skeersmaeck  pfizerbiontech  mln addit dose avail eu member state  th… ,0.0,0.0,1.0,0.0,Neutral
leak document show earli commerci batch pfizerbiontech   vaccin lower expec… ,0.0,0.365,0.635,-0.5574,Negative
predawn dispatch xalapa mexicoal well sunburn side effect   pfizerbiontech… ,0.208,0.0,0.792,0.2732,Positive
first jab done  elder lift spirit see tension releas eye 🥰… ,0.131,0.177,0.692,-0.1531,Negative
fblankenshipwsb lindawsb i'd like get second dose live wsbtv  pfizerbiontech pfizercovidvaccin,0.2,0.0,0.8,0.3612,Positive
  experi pfizer lead state israel conduct violat the… ,0.0,0.0,1.0,0.0,Neutral
  set get mine tomorrow astrazeneca vaccin postpon in… ,0.0,0.0,1.0,0.0,Neutral
done  💉🧬🩹 pfizer pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
drkhurramsj pfizerbiontech amp sputnikv,0.0,0.0,1.0,0.0,Neutral
nstnation malaysia receiv  dose pfizerbiontech sinovac  vaccin the… ,0.0,0.0,1.0,0.0,Neutral
first dose pfizervaccin pfizerbiontech done 🙏,0.0,0.0,1.0,0.0,Neutral
japan initi  vaccin program earli midfebruari pfizerbiontech vaccin howeve… ,0.0,0.0,1.0,0.0,Neutral
sunday afternoon vaccin sys sai ying pun hongkong pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
get first pfizerbiontech  chip tomorrow thank wilcogov final get organ covidvaccin,0.2,0.0,0.8,0.3612,Positive
new inform hand realli sound like polit brexit uk bloodclot figures… ,0.388,0.0,0.612,0.6908,Positive
jkwanmd remain optimist receiv  dose pfizerbiontech vaccin remain hope turn t… ,0.412,0.0,0.588,0.743,Positive
done first dose  vaccin pfizerbiontech pfizercovidvaccin,0.0,0.0,1.0,0.0,Neutral
 pfizerbiontech shot done  thank scienc thank healthcar worker  let kick  🙏🏼,0.357,0.0,0.643,0.6124,Positive
someon hate needl doctor huge step excit got invit quic… ,0.164,0.264,0.571,-0.34,Negative
im done vaccin  pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
vaccin round  pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
talk low vaccin rate germani yet could anyth fact tha… ,0.0,0.189,0.811,-0.2732,Negative
us administ   vaccin dose cdc sayshealth world … ,0.0,0.0,1.0,0.0,Neutral
motheringsunday i'm miss mom immens like mani peopl it year sinc able… ,0.177,0.113,0.709,0.2263,Positive
second dose pfizerbiontech receiv today 💪🏻 thank enhert feelinggr ,0.238,0.0,0.762,0.3612,Positive
mayb invest sever new modern factori asean region add product capac various … ,0.0,0.0,1.0,0.0,Neutral
armpit swell  pfizerbiontech  vaccin may mimic breast cancer  travé de medscap,0.0,0.306,0.694,-0.6597,Negative
jkwanmd remain optimist despit variant remain optimist receiv  dose of… ,0.459,0.0,0.541,0.7783,Positive
cnni cnnbrk wolfblitz cnnsitroom itali use safe effect mrna vaccin like pfizer… ,0.351,0.0,0.649,0.6597,Positive
recent vaccin data israel pfizerbiontech vaccin  effect reduc case severe… ,0.0,0.0,1.0,0.0,Neutral
ist es‼️impfschaden impftot pfizerbiontech astrazeneca  propaganda  grundrecht esreicht… ,0.0,0.222,0.778,-0.25,Negative
one shot covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
stop vaccin deliveri azerbaijan crime human  isra lawyer azerbaijan israel… ,0.0,0.416,0.584,-0.6908,Negative
astrazeneca safe believ statist math stay ration don't panic stay reflect cont… ,0.359,0.0,0.641,0.681,Positive
got first  jabpfizerbiontech,0.0,0.0,1.0,0.0,Neutral
 cacyar insur companyeurobranch 😇vaccino  peraspera ad astrazenenca pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
human life virus waynedyersuccesssuccesstraincovidiotdeniswaitley… ,0.0,0.0,1.0,0.0,Neutral
human life virus waynedyersuccesssuccesstraincovidiotdeniswaitley… ,0.0,0.0,1.0,0.0,Neutral
who readi buy scientif accur vaccin sticker pin  vaccin scienc moderna pfizer… ,0.0,0.0,1.0,0.0,Neutral
grate pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
got  vaccin pfizerbiontech vaccin fema organ facil philadelphia convent cente… ,0.0,0.0,1.0,0.0,Neutral
